# convention: world_T_cam, Isaac world frame, camera +X right, +Y up, -Z forward, quaternion Hamilton [x,y,z,w]
frame_index,image,tx,ty,tz,qx,qy,qz,qw
0,images/rgb_000000.png,0.0,0.0,0.800000011920929,-0.49999999999950007,0.49999999999950007,0.49999999999949996,-0.49999999999949996
1,images/rgb_000001.png,0.0,0.0,0.800000011920929,-0.49999999999950007,0.49999999999950007,0.49999999999949996,-0.49999999999949996
2,images/rgb_000002.png,0.0,0.0,0.800000011920929,-0.49999999999950007,0.49999999999950007,0.49999999999949996,-0.49999999999949996
3,images/rgb_000003.png,0.0,0.0,0.800000011920929,-0.49999999999950007,0.49999999999950007,0.49999999999949996,-0.49999999999949996
4,images/rgb_000004.png,0.0,0.0,0.800000011920929,-0.49999999999950007,0.49999999999950007,0.49999999999949996,-0.49999999999949996
