frame_index,image,tx,ty,tz,qx,qy,qz,qw
1,images/rgb_00001.png,4.517853260040283,-0.851851761341095,0.800000011920929,0.44808170770580896,-0.3580680264362534,-0.5113741382330181,0.639926997717654
